,Wi,Xi,Yi,Ti,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11
180,(5+0j),(-26.32818595713864+0j),(152.66040253777206+0j),(7+0j),(-11.331823449890884+2.5392353044228195j),(-1.1732513556404434+2.793000178231193j),(-12.226489955736765+15.559026201659275j),(-6.3172732390490625+3.909273834952158j),(-1.0976453568444875-5.965583485598124j),(-9.420302736185112-1.3337661500912124j),(-14.522269499502114-14.627902909143584j),(-9.585986690173117+7.984868572471275j),(24.85662750231061+7.001947958853999j),(-2.0867025000051616+6.925748433567848j),(-12.79602579736208-7.7399795559471665j),(-4.086639399113665-13.330452477558023j)
181,(7+0j),(-159.80167214173443+0j),(198.86960969255944+0j),(6+0j),(-13.721086424722081-26.909157327155757j),(-19.79691215427836-0.9857552958064997j),(3.3704652255666363-6.987243748103617j),(3.0099801815228573-10.475132290589732j),(12.391451976027092-1.8211965785066389j),(-6.370900200669021-4.710083933790228j),(5.296522436135286+9.724394441375248j),(-6.8728035343486855-1.16767690869565j),(-15.820001644998598+4.256099208415798j),(20.211730328506547+5.982578903428911j),(6.144329307659868+16.35945564144446j),(7.216841454760049+5.381368030967323j)
182,(4+0j),(-34.30565358600978+0j),(-34.526437885596515+0j),(10+0j),(-12.96225444491627-11.833010904310825j),(10.455774178482834-1.5981699099541513j),(5.248213473804574-4.5681282877319305j),(4.83307645742798-21.349188983336354j),(3.389654533160428-17.804588440634745j),(16.75343762122052+3.516797309619113j),(-3.4889419981297727-7.8730589725351106j),(-23.836063067450453+11.659741151170707j),(-0.7735933660270486+19.74901332895753j),(0.9274649541694922-18.77507683398647j),(6.954829025991049-9.138823192402919j),(-11.72275971625687+5.810965950919971j)
183,(6+0j),(-39.84288940995596+0j),(-168.31356054704386+0j),(2+0j),(-14.595440807571203+15.510612681043746j),(1.2553619994693588-9.268793661685496j),(1.389766379683276+3.020275757833468j),(-13.076565505303755+4.48611580046053j),(-3.509215870947676-7.625045850232323j),(-1.892665780105888+7.518182752070677j),(9.661448387926187+7.110647270036081j),(18.974609528903578-10.864469695458725j),(-6.8235969522063735-14.76203276028256j),(-1.0934086845169717+3.5758227912263147j),(-6.247996351072641+7.048926658432667j),(7.457596577848746+3.408263926655781j)
184,(6+0j),(31.382340996037666+0j),(-28.05537299844249+0j),(7+0j),(-9.870889498728161-0.4934774803134385j),(7.464503968855167-13.674069565153983j),(9.778014147026148+6.1137353389691835j),(-2.4226298138175997+5.323013516030148j),(-0.696473074048241-0.8680851510605185j),(-3.676963762823582+4.005329341102802j),(-5.532442002968566+12.066690992013045j),(-27.818295542358182+6.8621913051756j),(-0.9997305296637808+5.077934670202366j),(2.917757075267438-0.16961036595000956j),(10.464204294181858-0.44845624840501663j),(1.781812493763637+0.45441385613359947j)
185,(6+0j),(-26.72628664767453+0j),(83.01846746967368+0j),(6+0j),(11.236873736239488-8.487268441736104j),(12.156790973321971+3.3568169063961912j),(-1.1794449833724978-9.095892184021054j),(-5.667406169287923-12.259875088340992j),(-9.828547376537474-5.085796552939196j),(15.611035037429946-2.692987174651175j),(4.807343135103214-7.266610275952402j),(-8.088346757991351+2.964905312462718j),(-4.26668879749845+21.65729552520051j),(11.602722502147385+13.216647449111296j),(6.100988697655713-2.976161446645769j),(-12.304841113962175+6.002787788216856j)
186,(4+0j),(-170.99545751532168+0j),(-111.78167045137697+0j),(6+0j),(10.768790898591426-3.634894349894613j),(4.625503301095192+0.9142575985818193j),(-10.780928993368056-3.2376528092566534j),(-1.41464730972044-8.622926119219942j),(4.875746549471945+8.59881806677737j),(2.9247841401624926+2.054910101503162j),(8.644037755633581+3.256534160672928j),(25.234804338571575-4.0805877272616415j),(8.816021689355532+15.375283629434595j),(-2.1762244447804924+10.369487930273047j),(21.81970088610023+20.431606517678794j),(3.7887650851263626-32.08423053663218j)
187,(7+0j),(-86.70071811202338+0j),(-38.20661049783082+0j),(11+0j),(13.035604797334688+11.436888925817597j),(-24.43622455923698-11.294179628218966j),(4.445770132462868+16.613566790993943j),(8.037137008713918-24.999145291336852j),(-0.7365633040722624+4.257671647052538j),(3.9104035046751475+7.374722527211449j),(-17.01172816874673-12.181723046240172j),(-0.09920921742537983+7.839411945228j),(-4.237058467327962-8.429600836105038j),(8.6290436202922-6.420824913793655j),(4.5875647805062485+16.680781572043024j),(-19.257786035728884+11.595381976810575j)
188,(4+0j),(-44.28511140114832+0j),(-9.254738182979748+0j),(3+0j),(-29.80765408906671+0.4208921739619632j),(9.313048442772338-3.8863389773109667j),(-1.725327976183508+9.676078560515105j),(12.047624978491376+30.62893551024573j),(3.389294158679515+0.4218548013748167j),(-10.054189381257132-7.327751834678837j),(-9.229437382175984+17.973914022190215j),(7.30030200539292+9.497528137011386j),(16.994325408330976-11.882825202791905j),(0.6684900727328169-0.3284332873752707j),(-0.3908983593428824-1.9591053508029288j),(5.724481483888145-21.38185176135979j)
189,(7+0j),(104.69680373129388+0j),(-64.56515699779557+0j),(6+0j),(-2.54281594863039-23.44417238334708j),(-10.143058768032544-10.598805351429707j),(24.94263060222632-11.518099532738319j),(3.277257540057827+0.2812893683215115j),(-6.497504837413234+5.1529024877134635j),(7.9670620165658566+5.217861910905698j),(-6.11443047148639+2.6889973657262694j),(6.052170272889153-15.264259603107948j),(-12.407439487357326-13.997915626042023j),(22.125019166698088+18.075047905317938j),(16.33491331989053+9.603695990703747j),(-2.724229138794959+13.858051235454917j)
190,(3+0j),(40.43467203043619+0j),(11.760952934238366+0j),(1+0j),(2.2661626621026048+2.4402102327332953j),(9.69529712246386-14.445719878881523j),(10.508161555014846+8.156410758291782j),(6.5439699606248025+2.794412184825802j),(-8.811992543348584-12.48332346824057j),(4.125414985115159+3.4085504952138015j),(12.468713327404409-10.473691185155031j),(1.183785613280501+9.446098039057993j),(9.474826970261272+11.405078799324091j),(-6.313927226540727-0.6332798750305056j),(-4.260127666867605-19.0105135841396j),(-0.929665646220781-7.311825757350473j)
191,(4+0j),(-88.33036804840381+0j),(-28.926575916074036+0j),(4+0j),(2.3464960206487735-8.454082935037636j),(-9.36561688014401-23.54404595319786j),(-1.7214937566424777-1.858418748548957j),(1.9426542480478188+9.856046494929151j),(-17.948350699456714+16.400965777965723j),(7.7360843092732345-6.84941629404801j),(-8.156553878980459-10.08966523883622j),(-3.030241143083722+10.845417583209327j),(-11.357584220301153-6.043368058809804j),(7.640686219634286+3.518546972596624j),(2.306537904038914+3.7383114337416283j),(-7.835331067427176-4.541892043347302j)
192,(5+0j),(164.79098593770402+0j),(-97.54365160279677+0j),(7+0j),(16.028880618529286-17.00341472496624j),(-1.2958885402776672+0.9111313748145028j),(-0.8731165634747362-7.604623519743924j),(-0.26370452218345364+5.591972158933933j),(17.33741736978654+11.657193046233603j),(-3.017919275466502+9.185829800092167j),(14.723856982360921-8.750595982024146j),(-1.2615422906097453-5.828416930900657j),(-8.928529587239623+12.023561322838967j),(-14.546704737568648+1.2505540570813647j),(9.869691879832834-7.053773211500715j),(-11.995283316500597-16.80637741091547j)
193,(4+0j),(-121.0728307522898+0j),(-130.35359634959153+0j),(5+0j),(22.5535161508904-5.306649303740008j),(9.567765158426155+6.803829014903854j),(-2.7396776461783863-19.215753345210235j),(9.297387024511309-2.1607098636084094j),(-5.692819239297258+7.717525961715711j),(-1.429421058838841-12.592776940604153j),(-14.569810208488976+9.044633347264963j),(6.9791284800532125+9.575535185795767j),(3.720350867975229+8.274631475856799j),(0.17876699675857605-10.021755708534618j),(12.85957986122187-0.9856586409254962j),(-2.8914867539624933+9.22994069878227j)
194,(7+0j),(164.742070240819+0j),(85.32359726477819+0j),(4+0j),(-7.792734442148425-6.038530956277572j),(9.579481441391808+14.504033074010481j),(-15.782552819362454-14.70870303090611j),(10.365852485093878-19.509695050437962j),(-8.662254436577797-0.7885382589130613j),(0.5341443169254283+19.075117735944364j),(-3.964660424376107-1.2790758224894612j),(14.58562670135905-7.831300059234176j),(-4.718880035395793-0.3865762387415417j),(3.186305211247383+0.026669709115325388j),(4.933357141911974-16.828913086195275j),(-0.6401759262099094+19.01478891202562j)
195,(7+0j),(125.71967928192048+0j),(251.52860722931925+0j),(5+0j),(-10.089698089229596-19.5492095122789j),(19.563923767028022+6.2335547442527j),(-17.562663327107085-11.67605875368994j),(-8.940445947519224+1.325447680831664j),(-2.0365133617411506-0.8565858952696004j),(-4.579090167149085+0.9431850288021311j),(-3.976352621476983-7.240542893369022j),(-11.426432406327729+13.902691064520138j),(9.69813798121455-7.42659048768068j),(22.904748595146245-15.752744462026413j),(-7.129582287391171-4.485472541674882j),(-7.164300921896495-16.38095973641684j)
196,(5+0j),(65.2281441397346+0j),(-56.35828367354808+0j),(8+0j),(-15.820194882170533+13.745679253988754j),(4.346067019529044+17.545037241097404j),(-8.807800533052708-1.0024228534874597j),(7.7922854814049805-3.8040587254503926j),(13.764508733607201+15.268437175977198j),(-3.646335681100762+5.056542104690253j),(4.015577894073527+12.669910405755564j),(-7.224872948977329-20.388803468406735j),(11.77085983142214-8.064541258684857j),(-9.95628028304275+17.57997090204862j),(4.079850965419079-2.3009073106230717j),(-2.847286332774106+6.602324353568358j)
197,(4+0j),(-84.97163082762275+0j),(-6.224333531111547+0j),(2+0j),(-7.616117270899526+5.343231604416694j),(-3.81520284710722+4.015240876860738j),(8.507805110271457+7.932204599819413j),(-10.727516476252415+5.176322162072716j),(-2.779596167876729-3.9590252903733565j),(-1.8902115134709923+13.228647954394797j),(-8.948321470243155+1.0930948750022602j),(0.3478045804514853-1.4804485196682218j),(-14.053731143686834+2.4253815176494666j),(10.243256917850204+0.07125011136421083j),(21.1916141171311+16.711304041734845j),(-4.433331576825872+0.11855395450922337j)
198,(3+0j),(27.943303544324205+0j),(-114.29807816166999+0j),(10+0j),(14.198039433065695-5.741103336444305j),(6.144343558952063+1.263448183253132j),(-18.64716399841373-8.32735101777708j),(-7.9885318070119995+9.74155381352554j),(4.36131251141369+8.059645379775253j),(8.580217458334214-1.8655750566129183j),(1.6898679756804003+5.023969154548582j),(3.201579558420264+8.568958203198115j),(7.885154617062574+4.322821416429242j),(-7.787354879281974+0.8277210165437487j),(-9.979941680686844+2.568026481504637j),(0.23846997384810148-8.380229143282868j)
199,(4+0j),(-2.236992225708365+0j),(-41.87197776937916+0j),(6+0j),(-11.453828806217574+15.35742205328525j),(-1.3684906755741673+1.6610644956650584j),(-9.377190854370035-7.70942484636831j),(23.51694307722156+16.53931370947469j),(0.7118583359310614+17.61341103162582j),(9.092002983693666-17.014998802734404j),(6.301780306929535-18.643012029272256j),(-14.593594696998347+8.048637891944306j),(-3.866383803872254-0.5985866836290141j),(4.762051924492425+13.757172115190217j),(-20.124148000514932-11.90210162563739j),(-15.248961714302657-17.082793303644085j)
200,(4+0j),(-123.40795521500026+0j),(-188.2013612858226+0j),(1+0j),(4.050676306353941+5.601707939620233j),(2.7925790123204757-13.509013513999552j),(-0.6919303724595207-0.5069752192202658j),(-17.11378009521416-6.199343023370682j),(-10.95409267525496-9.942073977780991j),(-2.4504409797892426-6.61540246327389j),(4.137053163687912+4.93507308254245j),(4.787544942807153-0.6424029894057344j),(-21.64614204695083+17.148227520278756j),(-2.884705565295995-1.205257787524532j),(-3.8572035661262447+1.1578601602129988j),(-4.298327610291079-1.5140466980891905j)
201,(5+0j),(81.29551822140985+0j),(70.35716290269728+0j),(4+0j),(8.161499914307498-2.0996243822844978j),(-0.5195846510440026+2.1788779875536894j),(-13.026812495812708+2.7073598488726525j),(-2.8534657687162768+3.072412805344604j),(-6.735305546276229+6.686605324721028j),(-2.438535643640743-11.749504985546707j),(-9.827942239825813-16.258800437219158j),(9.508520109424571+5.129048458121894j),(8.537509838153003+10.474588982994515j),(-2.1128589700426827+1.645371871433373j),(4.813167877698892+4.63947744745127j),(-2.353727302093214+0.7833117339196112j)
202,(6+0j),(-188.50975022832662+0j),(81.587408888604+0j),(8+0j),(1.6016602036938266-6.699855495073236j),(0.3345705963131496+10.701020547138002j),(16.657620482357977+0.02946369968093844j),(-7.806029770593921+12.436970527130844j),(7.680167269949553+16.65155286006893j),(13.117483565054584+10.30616460563195j),(13.197400388155994-13.401290175326686j),(0.6770768447337592-10.224509228549474j),(-11.117134882736249-16.81846999196057j),(-6.590027126742493+33.72886351151026j),(-0.8315748782900635-5.145666586328161j),(12.029965955057227+6.079346987113046j)
203,(4+0j),(-51.947322353591886+0j),(-16.14528821127595+0j),(8+0j),(-0.9992731212881184+11.576988292722872j),(-3.6232018389488148+0.8135792938701112j),(-0.7508997498859635+12.120120504953864j),(-6.498651512140027+0.8914784789887014j),(-7.229328301049229-0.3640626890295912j),(-18.951376098068447-17.299841790878297j),(5.686985685939022-15.4149776790473j),(-12.239588578140259+3.975298368183674j),(3.0638422344716902-2.3545587178160536j),(3.2215597188776073+4.586459682673346j),(-16.55735614407147-3.2016879167737287j),(7.0636647613631425-1.4995434267301389j)
204,(6+0j),(-58.204058152452156+0j),(77.86903778944911+0j),(5+0j),(1.575862893286546+3.126245545765922j),(-15.539840571918697-10.512456089497492j),(-12.145507712839992+6.919810821652038j),(-4.2499029299829605-7.2917409667887245j),(1.8513593406589324-16.216683795651978j),(2.6483889090682613+0.12590648224440362j),(-14.72010550668847-2.6159246447624773j),(21.966614263245816-5.168586237289723j),(4.182229320194827+4.386459368037829j),(20.39050126339157-19.55252899187439j),(12.18065581143992-11.565877746776835j),(4.333909323883797-2.7899687341233212j)
205,(5+0j),(-59.23167451643236+0j),(-95.0957528259808+0j),(11+0j),(2.3880772257861933-3.8322460905681277j),(4.405657560077188+1.1469049723302702j),(-9.69456924516248-2.689005966645906j),(-0.7034482122962116-7.874154357544281j),(5.085548540035885-7.683619907366001j),(1.609885611239905-4.309873433156226j),(-6.617771343099225+3.2052260934890846j),(-6.413410387568822+9.809841110003898j),(8.15528423302965-11.248242508342027j),(0.09716836094929474+0.30855646420073374j),(-2.54690140611735+3.2832084485692365j),(3.0561684688018214-1.0880337154331152j)
206,(6+0j),(3.2535551848482225+0j),(-11.151528068516667+0j),(8+0j),(1.8444047180774672-15.00495258818191j),(0.1959236608610262-2.616858752982678j),(10.466552817088958+1.1351132223550742j),(-7.484767411719289-1.0900301938000168j),(-14.970205062820606-19.165627970673597j),(-3.4476165697818653+10.77880226883104j),(16.67910377602046-13.187460871116414j),(-18.990373452992984-13.186761783288546j),(-1.8696536718120071+20.02365303072299j),(-9.65921796775684-13.261344546163036j),(-10.227230066358299+6.224103803358839j),(-5.764515275107688-10.102513554350743j)
207,(7+0j),(-53.617894322156154+0j),(37.0425514235214+0j),(1+0j),(-2.397270588264861+1.5363919629424831j),(-7.725173202185801+1.26139374233935j),(5.258800293018348+3.5614153495687435j),(-2.6928301615087125+15.798852050093517j),(-5.716013859074098+4.046537662082766j),(-6.182752612662559+6.98086008412653j),(0.7724570129634133+0.7969730792026584j),(-7.7700266270486456+1.0965443545193356j),(7.432044182771648+21.61406313564186j),(24.69765644450004+1.418270985742387j),(1.5902711373409892+11.750458540538926j),(-5.468169975959919-5.039688824786694j)
208,(4+0j),(-76.83008090151912+0j),(171.40673617425074+0j),(1+0j),(-0.5459889560085911+8.944531360292013j),(-0.2522391666153173-8.246890490892135j),(8.939875338335138+7.0357898691710785j),(5.716864311384903-8.788538634751536j),(9.201636918479181+6.296765508167653j),(0.14704383266539106-3.7408306679239116j),(-12.754680400881336-22.402542895537103j),(2.958752246519601-10.70776201082494j),(17.983126195873705+18.41361788999499j),(-1.4151766745961514+4.43340412384642j),(-3.488142196780867+3.370862330249123j),(13.960312860186761-11.81094742908115j)
209,(3+0j),(100.90971811542917+0j),(-8.230450362485147+0j),(6+0j),(11.515304474803989+2.465232384261657j),(20.931370387277838-13.92343193709939j),(-3.8866686305956417+11.816996115498547j),(0.5501364939211193+7.550554725754734j),(6.661851169165382-3.2966165031255157j),(4.411004178859399+17.357757202000485j),(3.2232230909653374-1.5050031647773652j),(9.754679701793055+5.382451148238987j),(13.389819146898649+0.48572814253649943j),(4.935045974132893-16.300259369898118j),(8.811800175836597-12.189806660870124j),(3.5578830167825974-13.615482454474533j)
